STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/04/2015,0.67,81,90,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/04/2015,0,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/04/2015,0,83,90,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/04/2015,0,83,90,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/04/2015,0,83,90,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/04/2015,0,85,91,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/04/2015,0,84,91,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/04/2015,0,85,91,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/04/2015,0,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/04/2015,0,86,94,81
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/04/2015,0,87,97,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/04/2015,0,89,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/04/2015,0,87,106,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/04/2015,0,77,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/04/2015,0.02,71,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/05/2015,,74,79,67
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/05/2015,0,78,84,71
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/05/2015,0,80,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/05/2015,0,80,86,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/05/2015,0,81,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/05/2015,0,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/05/2015,0,83,92,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/05/2015,0,83,92,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/05/2015,0,85,96,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/05/2015,0,84,91,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/05/2015,0,84,90,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/05/2015,0,84,90,81
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/05/2015,0,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/05/2015,0.72,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/05/2015,0.09,83,90,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/05/2015,0,84,92,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/05/2015,0,83,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/05/2015,0,85,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/05/2015,0,83,91,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/05/2015,0,84,92,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/05/2015,0,84,92,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/05/2015,0.06,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/05/2015,1.07,81,93,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/05/2015,0,84,91,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/05/2015,0,83,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/05/2015,0,84,91,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/05/2015,0,84,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/05/2015,0,84,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/05/2015,0,85,90,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/05/2015,0,85,90,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",31/05/2015,0,82,90,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/06/2015,0,79,86,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/06/2015,0.59,81,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/06/2015,0,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/06/2015,0,82,89,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/06/2015,,83,87,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/06/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/06/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/06/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/06/2015,0.05,84,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/06/2015,0.01,84,91,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/06/2015,0.67,84,91,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/06/2015,0,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/06/2015,,81,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/06/2015,,83,90,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/06/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/06/2015,0.02,83,91,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/06/2015,0,85,91,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/06/2015,0,85,91,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/06/2015,,83,91,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/06/2015,2.96,81,88,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/06/2015,0,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/06/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/06/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/06/2015,0.08,82,91,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/06/2015,0.44,83,90,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/06/2015,0,84,90,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/06/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/06/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/06/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/06/2015,0,83,90,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/07/2015,,83,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/07/2015,0.46,82,90,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/07/2015,0.22,80,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/07/2015,0,80,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/07/2015,1.72,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/07/2015,0,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/07/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/07/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/07/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/07/2015,,80,89,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/07/2015,0.74,80,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/07/2015,0,83,89,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/07/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/07/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/07/2015,,86,90,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/07/2015,0,85,90,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/07/2015,0.09,83,90,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/07/2015,0.01,83,89,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/07/2015,0,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/07/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/07/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/07/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/07/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/07/2015,0,86,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/07/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",31/07/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/08/2015,0,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/08/2015,,85,92,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/08/2015,,86,92,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/08/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/08/2015,0,86,91,79
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/08/2015,0,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/08/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/08/2015,,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/08/2015,0,87,93,82
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/08/2015,,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/08/2015,0.23,86,92,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/08/2015,0.5,81,91,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/08/2015,1.39,81,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/08/2015,0,83,90,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/08/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/08/2015,0.18,85,91,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/08/2015,0.54,83,92,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/08/2015,0.87,82,90,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/08/2015,0,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/08/2015,0,87,92,80
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/08/2015,,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/08/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/08/2015,,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/08/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/08/2015,0.11,82,92,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/08/2015,2.26,82,89,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/08/2015,1.47,81,88,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/08/2015,0,82,90,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/08/2015,3,82,90,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/08/2015,2.99,81,90,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",31/08/2015,0,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/09/2015,0.03,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/09/2015,1.71,85,92,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/09/2015,0.03,85,90,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/09/2015,0,85,92,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/09/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/09/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/09/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/09/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/09/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/09/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/09/2015,,87,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/09/2015,,86,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/09/2015,0.12,81,93,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/09/2015,0.62,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/09/2015,0,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/09/2015,0,82,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/09/2015,,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/09/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/09/2015,,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/09/2015,0.02,84,91,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",21/09/2015,0,85,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",22/09/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",23/09/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",24/09/2015,,81,89,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",25/09/2015,0.07,83,89,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",26/09/2015,0,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",27/09/2015,,81,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",28/09/2015,0,82,90,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",29/09/2015,0,82,89,77
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",30/09/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",01/10/2015,0.32,81,92,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",02/10/2015,0.11,85,92,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",03/10/2015,0,83,91,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",04/10/2015,0,82,90,74
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",05/10/2015,,82,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",06/10/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",07/10/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",08/10/2015,0,83,92,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",09/10/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",10/10/2015,,85,90,78
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",11/10/2015,,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",12/10/2015,,83,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",13/10/2015,0,83,92,76
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",14/10/2015,1.08,82,92,73
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",15/10/2015,0,84,,
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",16/10/2015,0.89,81,90,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",17/10/2015,0.38,80,89,72
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",18/10/2015,0.11,80,84,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",19/10/2015,2.48,80,85,75
MXM00076692,"HACIENDA YLANG YLANG VERACRUZ, MX",20/10/2015,1.96,82,86,75
